OrderID,InvoiceNo,OrderDate,Year,Month,MonthName,WeekOfYear,Weekday,CustomerID,CustomerName,Region,Country,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Cost,ShippingCost,Profit,OrderPriority,Channel,ProfitMarginPct,GrossMargin
ORD10234,INV20234,2023-06-15,2023,6,Jun,24,Thursday,C1487,Customer 29,North,India,P486,Prescription Model 36,Pharmaceuticals,Prescription,4,1655.45,0.0,6621.8,4303.51,70.25,2248.04,Medium,Online,0.3395,2318.29
ORD10235,INV20235,2025-06-07,2025,6,Jun,23,Saturday,C1216,Customer 355,East,Myanmar,P143,Accessories Model 15,Electronics,Accessories,5,2833.37,0.2,11333.48,11861.73,25.78,-554.03,Medium,Online,-0.0489,-528.25
ORD10236,INV20236,2023-06-02,2023,6,Jun,22,Friday,C1016,Customer 107,East,Myanmar,P970,Phones Model 21,Electronics,Phones,3,2279.34,0.2,5470.42,5312.11,41.28,117.03,Low,Retail,0.0214,158.31
ORD10237,INV20237,2025-03-26,2025,3,Mar,13,Wednesday,C1854,Customer 200,North,Nepal,P346,Storage Model 37,Furniture,Storage,4,804.46,0.2,2574.27,2727.91,93.43,-247.07,Low,Retail,-0.096,-153.64
ORD10238,INV20238,2023-10-14,2023,10,Oct,41,Saturday,C1237,Customer 39,North,Bhutan,P200,Paper Model 28,Office Supplies,Paper,4,3788.59,0.1,13638.92,8915.52,84.35,4639.05,Medium,Retail,0.3401,4723.4
ORD10239,INV20239,2025-03-23,2025,3,Mar,12,Sunday,C1364,Customer 284,East,India,P602,Writing Model 15,Office Supplies,Writing,2,1550.49,0.15,2635.83,1950.31,42.41,643.11,Medium,Retail,0.244,685.52
ORD10240,INV20240,2025-02-17,2025,2,Feb,8,Monday,C1084,Customer 138,North,Bhutan,P830,Paper Model 5,Office Supplies,Paper,2,1562.35,0.05,2968.46,2090.72,50.25,827.49,Low,Retail,0.2788,877.74
ORD10241,INV20241,2023-11-12,2023,11,Nov,45,Sunday,C1965,Customer 158,West,UAE,P193,Paper Model 1,Office Supplies,Paper,6,4656.45,0.15,23747.89,16341.62,83.57,7322.7,Low,Online,0.3084,7406.27
ORD10242,INV20242,2023-09-29,2023,9,Sep,39,Friday,C1524,Customer 209,North,India,P670,Prescription Model 36,Pharmaceuticals,Prescription,6,2044.75,0.0,12268.5,7386.34,72.55,4809.61,Low,Online,0.392,4882.16
ORD10243,INV20243,2023-07-10,2023,7,Jul,28,Monday,C1397,Customer 399,Central,India,P398,OTC Model 27,Pharmaceuticals,OTC,4,4316.97,0.0,17267.88,14277.55,53.84,2936.49,Medium,Retail,0.1701,2990.33
ORD10244,INV20244,2024-05-12,2024,5,May,19,Sunday,C1308,Customer 138,Central,India,P242,OTC Model 18,Pharmaceuticals,OTC,3,2023.38,0.15,5159.62,3605.13,43.08,1511.41,Low,Online,0.2929,1554.49
ORD10245,INV20245,2024-07-19,2024,7,Jul,29,Friday,C1966,Customer 127,West,UAE,P469,OTC Model 17,Pharmaceuticals,OTC,1,719.07,0.15,611.21,603.25,59.46,-51.5,Medium,Online,-0.0843,7.96
ORD10246,INV20246,2023-08-08,2023,8,Aug,32,Tuesday,C1389,Customer 169,South,Sri Lanka,P440,Laptops Model 40,Electronics,Laptops,4,573.04,0.15,1948.34,1701.35,29.44,217.55,Low,Retail,0.1117,246.99
ORD10247,INV20247,2023-10-06,2023,10,Oct,40,Friday,C1987,Customer 204,East,Bangladesh,P421,Tables Model 12,Furniture,Tables,3,3914.77,0.1,10569.88,8079.38,15.23,2475.27,Low,Retail,0.2342,2490.5
ORD10248,INV20248,2025-10-02,2025,10,Oct,40,Thursday,C1373,Customer 59,Central,India,P387,Writing Model 26,Office Supplies,Writing,2,4919.21,0.2,7870.74,6117.08,22.8,1730.86,Low,Distributor,0.2199,1753.66
ORD10249,INV20249,2024-01-04,2024,1,Jan,1,Thursday,C1816,Customer 150,Central,India,P314,Supplement Model 29,Pharmaceuticals,Supplement,1,550.18,0.0,550.18,416.84,15.61,117.73,High,Retail,0.214,133.34
ORD10250,INV20250,2025-04-17,2025,4,Apr,16,Thursday,C1157,Customer 367,West,India,P358,Paper Model 43,Office Supplies,Paper,5,2658.86,0.15,11300.16,9011.21,21.76,2267.19,High,Online,0.2006,2288.95
ORD10251,INV20251,2025-09-08,2025,9,Sep,37,Monday,C1718,Customer 275,Central,India,P137,Supplement Model 24,Pharmaceuticals,Supplement,3,2099.94,0.2,5039.86,5028.9,76.03,-65.07,Medium,Online,-0.0129,10.96
ORD10252,INV20252,2024-05-23,2024,5,May,21,Thursday,C1662,Customer 205,East,India,P760,Accessories Model 44,Electronics,Accessories,1,2109.96,0.1,1898.96,1465.16,11.73,422.07,Critical,Online,0.2223,433.8
ORD10253,INV20253,2023-01-22,2023,1,Jan,3,Sunday,C1571,Customer 298,North,Nepal,P864,Storage Model 34,Furniture,Storage,2,2699.79,0.2,4319.66,3318.37,11.09,990.2,Low,Online,0.2292,1001.29
ORD10254,INV20254,2025-08-06,2025,8,Aug,32,Wednesday,C1302,Customer 213,Central,India,P594,Paper Model 7,Office Supplies,Paper,5,2762.4,0.0,13812.0,9479.36,85.99,4246.65,Low,Distributor,0.3075,4332.64
ORD10255,INV20255,2023-10-18,2023,10,Oct,42,Wednesday,C1533,Customer 248,East,Bangladesh,P903,Writing Model 14,Office Supplies,Writing,1,792.74,0.1,713.47,513.22,76.36,123.89,Medium,Online,0.1736,200.25
ORD10256,INV20256,2025-07-15,2025,7,Jul,29,Tuesday,C1117,Customer 12,East,India,P929,Paper Model 46,Office Supplies,Paper,3,3935.83,0.1,10626.74,9654.1,95.98,876.66,Medium,Retail,0.0825,972.64
ORD10257,INV20257,2023-12-03,2023,12,Dec,48,Sunday,C1573,Customer 219,South,Maldives,P263,Storage Model 22,Furniture,Storage,4,4212.31,0.15,14321.85,9461.32,91.16,4769.37,Low,Online,0.333,4860.53
ORD10258,INV20258,2024-01-13,2024,1,Jan,2,Saturday,C1628,Customer 102,South,Maldives,P129,Prescription Model 48,Pharmaceuticals,Prescription,6,2616.12,0.15,13342.21,9340.34,76.37,3925.5,Medium,Online,0.2942,4001.87
ORD10259,INV20259,2024-03-15,2024,3,Mar,11,Friday,C1191,Customer 188,South,Sri Lanka,P204,Accessories Model 35,Electronics,Accessories,2,469.72,0.1,845.5,718.57,16.49,110.44,Low,Online,0.1306,126.93
ORD10260,INV20260,2025-09-29,2025,9,Sep,40,Monday,C1116,Customer 179,Central,India,P501,Supplement Model 38,Pharmaceuticals,Supplement,1,4784.68,0.1,4306.21,3690.2,41.79,574.22,High,Retail,0.1333,616.01
ORD10261,INV20261,2024-09-01,2024,9,Sep,35,Sunday,C1312,Customer 60,Central,India,P220,Tables Model 16,Furniture,Tables,4,911.84,0.05,3464.99,2113.71,69.43,1281.85,Low,Online,0.3699,1351.28
ORD10262,INV20262,2025-03-06,2025,3,Mar,10,Thursday,C1190,Customer 250,West,Oman,P492,Storage Model 28,Furniture,Storage,2,456.75,0.2,730.8,767.67,36.59,-73.46,Medium,Retail,-0.1005,-36.87
ORD10263,INV20263,2023-12-21,2023,12,Dec,51,Thursday,C1322,Customer 231,Central,India,P243,Prescription Model 12,Pharmaceuticals,Prescription,3,650.86,0.2,1562.06,1434.18,79.72,48.16,Low,Online,0.0308,127.88
ORD10264,INV20264,2023-01-20,2023,1,Jan,3,Friday,C1668,Customer 254,West,India,P675,Tables Model 33,Furniture,Tables,2,4844.02,0.15,8234.83,7649.81,36.35,548.67,Medium,Online,0.0666,585.02
ORD10265,INV20265,2025-06-28,2025,6,Jun,26,Saturday,C1225,Customer 150,West,India,P131,Accessories Model 49,Electronics,Accessories,6,1724.42,0.0,10346.52,8571.32,30.22,1744.98,Low,Retail,0.1687,1775.2
ORD10266,INV20266,2023-12-11,2023,12,Dec,50,Monday,C1586,Customer 59,West,Oman,P623,Supplement Model 8,Pharmaceuticals,Supplement,3,4718.23,0.1,12739.22,8807.16,20.94,3911.12,High,Retail,0.307,3932.06
ORD10267,INV20267,2025-01-21,2025,1,Jan,4,Tuesday,C1104,Customer 377,Central,India,P323,Supplement Model 28,Pharmaceuticals,Supplement,3,4088.94,0.05,11653.48,9916.63,86.19,1650.66,Low,Distributor,0.1416,1736.85
ORD10268,INV20268,2025-07-10,2025,7,Jul,28,Thursday,C1794,Customer 122,East,Bangladesh,P986,Laptops Model 8,Electronics,Laptops,5,3893.41,0.05,18493.7,14538.94,25.97,3928.79,High,Retail,0.2124,3954.76
ORD10269,INV20269,2024-12-19,2024,12,Dec,51,Thursday,C1833,Customer 106,Central,India,P242,Storage Model 14,Furniture,Storage,3,865.83,0.0,2597.49,1531.27,75.34,990.88,Medium,Retail,0.3815,1066.22
ORD10270,INV20270,2023-12-11,2023,12,Dec,50,Monday,C1975,Customer 264,East,Myanmar,P686,Writing Model 18,Office Supplies,Writing,5,2972.22,0.0,14861.1,10440.04,36.78,4384.28,Low,Retail,0.295,4421.06
ORD10271,INV20271,2025-04-22,2025,4,Apr,17,Tuesday,C1255,Customer 75,North,Nepal,P986,Storage Model 9,Furniture,Storage,5,2334.71,0.1,10506.19,6453.13,32.2,4020.86,High,Retail,0.3827,4053.06
ORD10272,INV20272,2025-03-15,2025,3,Mar,11,Saturday,C1462,Customer 39,West,India,P524,Binders Model 25,Office Supplies,Binders,3,4010.35,0.0,12031.05,7353.51,59.96,4617.58,Medium,Retail,0.3838,4677.54
ORD10273,INV20273,2025-01-25,2025,1,Jan,4,Saturday,C1867,Customer 376,West,UAE,P102,Binders Model 50,Office Supplies,Binders,3,3929.77,0.0,11789.31,8444.3,10.47,3334.54,Medium,Online,0.2828,3345.01
ORD10274,INV20274,2025-01-03,2025,1,Jan,1,Friday,C1506,Customer 138,North,Bhutan,P539,OTC Model 14,Pharmaceuticals,OTC,1,3741.38,0.1,3367.24,2285.03,96.23,985.98,High,Online,0.2928,1082.21
ORD10275,INV20275,2023-09-25,2023,9,Sep,39,Monday,C1047,Customer 51,Central,India,P880,Binders Model 4,Office Supplies,Binders,2,1562.74,0.15,2656.66,2541.0,99.67,15.99,Low,Distributor,0.006,115.66
ORD10276,INV20276,2023-11-20,2023,11,Nov,47,Monday,C1931,Customer 68,West,UAE,P307,Laptops Model 45,Electronics,Laptops,5,2092.48,0.1,9416.16,7937.67,10.29,1468.2,Low,Distributor,0.1559,1478.49
ORD10277,INV20277,2024-07-15,2024,7,Jul,29,Monday,C1680,Customer 333,North,Bhutan,P184,Writing Model 24,Office Supplies,Writing,3,2961.6,0.05,8440.56,6168.64,67.81,2204.11,Low,Retail,0.2611,2271.92
ORD10278,INV20278,2024-04-24,2024,4,Apr,17,Wednesday,C1218,Customer 245,West,Oman,P197,Accessories Model 1,Electronics,Accessories,1,2829.35,0.0,2829.35,2032.03,64.31,733.01,Low,Online,0.2591,797.32
ORD10279,INV20279,2025-06-30,2025,6,Jun,27,Monday,C1710,Customer 68,North,India,P980,Paper Model 28,Office Supplies,Paper,5,339.83,0.15,1444.28,1104.91,80.64,258.73,Low,Online,0.1791,339.37
ORD10280,INV20280,2023-07-29,2023,7,Jul,30,Saturday,C1792,Customer 386,North,Nepal,P240,Writing Model 25,Office Supplies,Writing,4,1674.55,0.05,6363.29,4556.15,17.97,1789.17,Medium,Retail,0.2812,1807.14
ORD10281,INV20281,2023-05-21,2023,5,May,20,Sunday,C1218,Customer 322,Central,India,P459,Tables Model 47,Furniture,Tables,6,3199.08,0.05,18234.76,15081.02,20.65,3133.09,High,Retail,0.1718,3153.74
ORD10282,INV20282,2025-06-25,2025,6,Jun,26,Wednesday,C1603,Customer 374,South,India,P870,Phones Model 8,Electronics,Phones,4,963.16,0.15,3274.74,2537.62,40.11,697.01,Low,Online,0.2128,737.12
ORD10283,INV20283,2023-10-14,2023,10,Oct,41,Saturday,C1614,Customer 370,South,Sri Lanka,P666,Phones Model 39,Electronics,Phones,1,169.75,0.2,135.8,135.72,34.58,-34.5,Low,Distributor,-0.2541,0.08
ORD10284,INV20284,2023-02-24,2023,2,Feb,8,Friday,C1661,Customer 28,East,India,P501,Storage Model 19,Furniture,Storage,3,2176.8,0.05,6203.88,5301.5,85.77,816.61,Medium,Online,0.1316,902.38
ORD10285,INV20285,2025-10-20,2025,10,Oct,43,Monday,C1396,Customer 292,Central,India,P424,Laptops Model 9,Electronics,Laptops,3,710.73,0.15,1812.36,1224.26,75.51,512.59,Low,Retail,0.2828,588.1
ORD10286,INV20286,2025-08-22,2025,8,Aug,34,Friday,C1040,Customer 31,North,India,P368,Phones Model 14,Electronics,Phones,4,3070.61,0.15,10440.07,7254.09,77.62,3108.36,Medium,Retail,0.2977,3185.98
ORD10287,INV20287,2025-04-30,2025,4,Apr,18,Wednesday,C1550,Customer 316,West,Oman,P755,OTC Model 35,Pharmaceuticals,OTC,2,332.42,0.05,631.6,421.94,33.55,176.11,Low,Online,0.2788,209.66
ORD10288,INV20288,2024-02-21,2024,2,Feb,8,Wednesday,C1781,Customer 333,South,Maldives,P700,Writing Model 41,Office Supplies,Writing,3,3809.02,0.0,11427.06,7826.64,79.9,3520.52,Low,Online,0.3081,3600.42
ORD10289,INV20289,2024-05-03,2024,5,May,18,Friday,C1626,Customer 312,North,India,P218,Laptops Model 30,Electronics,Laptops,1,216.39,0.0,216.39,123.08,91.58,1.73,Low,Retail,0.008,93.31
ORD10290,INV20290,2023-12-26,2023,12,Dec,52,Tuesday,C1508,Customer 178,North,India,P111,Storage Model 11,Furniture,Storage,2,1769.35,0.2,2830.96,2901.56,11.96,-82.56,Medium,Retail,-0.0292,-70.6
ORD10291,INV20291,2024-06-14,2024,6,Jun,24,Friday,C1750,Customer 61,South,Sri Lanka,P899,Storage Model 18,Furniture,Storage,4,2123.03,0.0,8492.12,5333.45,75.77,3082.9,Low,Online,0.363,3158.67
ORD10292,INV20292,2023-05-11,2023,5,May,19,Thursday,C1368,Customer 29,East,Myanmar,P566,Laptops Model 33,Electronics,Laptops,3,2848.38,0.15,7263.37,5889.14,97.48,1276.75,High,Online,0.1758,1374.23
ORD10293,INV20293,2023-11-19,2023,11,Nov,46,Sunday,C1002,Customer 23,East,India,P858,Phones Model 33,Electronics,Phones,2,798.67,0.0,1597.34,986.51,32.59,578.24,Low,Online,0.362,610.83
ORD10294,INV20294,2025-02-23,2025,2,Feb,8,Sunday,C1758,Customer 336,South,India,P922,Accessories Model 46,Electronics,Accessories,3,4307.69,0.15,10984.61,9909.98,16.09,1058.54,Low,Online,0.0964,1074.63
ORD10295,INV20295,2024-10-17,2024,10,Oct,42,Thursday,C1923,Customer 27,East,India,P614,Paper Model 44,Office Supplies,Paper,2,2318.59,0.05,4405.32,3224.74,24.92,1155.66,Low,Retail,0.2623,1180.58
ORD10296,INV20296,2023-04-05,2023,4,Apr,14,Wednesday,C1335,Customer 45,West,India,P892,Prescription Model 20,Pharmaceuticals,Prescription,6,358.25,0.2,1719.6,1512.71,82.58,124.31,Medium,Online,0.0723,206.89
ORD10297,INV20297,2024-08-20,2024,8,Aug,34,Tuesday,C1995,Customer 253,Central,India,P477,Tables Model 38,Furniture,Tables,1,3942.08,0.05,3744.98,2406.28,33.28,1305.42,Medium,Retail,0.3486,1338.7
ORD10298,INV20298,2024-05-17,2024,5,May,20,Friday,C1354,Customer 326,South,India,P338,OTC Model 35,Pharmaceuticals,OTC,2,2620.96,0.0,5241.92,3205.25,89.0,1947.67,Critical,Online,0.3716,2036.67
ORD10299,INV20299,2025-02-09,2025,2,Feb,6,Sunday,C1503,Customer 31,East,India,P343,Storage Model 27,Furniture,Storage,6,372.76,0.05,2124.73,1541.39,91.83,491.51,Medium,Online,0.2313,583.34
ORD10300,INV20300,2024-04-19,2024,4,Apr,16,Friday,C1594,Customer 49,Central,India,P865,Writing Model 6,Office Supplies,Writing,2,3301.06,0.2,5281.7,5259.45,44.24,-21.99,Low,Retail,-0.0042,22.25
ORD10301,INV20301,2023-06-03,2023,6,Jun,22,Saturday,C1298,Customer 134,Central,India,P233,Supplement Model 16,Pharmaceuticals,Supplement,4,3974.63,0.1,14308.67,11499.05,67.11,2742.51,High,Online,0.1917,2809.62
ORD10302,INV20302,2024-10-30,2024,10,Oct,44,Wednesday,C1139,Customer 400,East,Bangladesh,P176,Paper Model 13,Office Supplies,Paper,4,3494.7,0.2,11183.04,11014.99,38.51,129.54,Low,Online,0.0116,168.05
ORD10303,INV20303,2025-07-09,2025,7,Jul,28,Wednesday,C1987,Customer 395,West,UAE,P648,OTC Model 23,Pharmaceuticals,OTC,4,1049.98,0.05,3989.92,2542.07,90.46,1357.39,Medium,Online,0.3402,1447.85
ORD10304,INV20304,2023-09-03,2023,9,Sep,35,Sunday,C1041,Customer 111,North,India,P813,Binders Model 39,Office Supplies,Binders,2,3095.73,0.1,5572.31,3560.33,89.42,1922.56,Low,Retail,0.345,2011.98
ORD10305,INV20305,2024-12-29,2024,12,Dec,52,Sunday,C1839,Customer 90,West,Oman,P406,Accessories Model 17,Electronics,Accessories,7,4415.54,0.0,30908.78,20963.78,24.6,9920.4,Critical,Distributor,0.321,9945.0
ORD10306,INV20306,2024-05-26,2024,5,May,21,Sunday,C1063,Customer 400,North,Nepal,P224,Phones Model 1,Electronics,Phones,1,2820.79,0.05,2679.75,1997.74,74.74,607.27,Low,Retail,0.2266,682.01
ORD10307,INV20307,2025-02-01,2025,2,Feb,5,Saturday,C1202,Customer 331,North,Bhutan,P122,Paper Model 5,Office Supplies,Paper,3,4297.98,0.15,10959.85,10259.95,58.67,641.23,High,Online,0.0585,699.9
ORD10308,INV20308,2024-11-10,2024,11,Nov,45,Sunday,C1443,Customer 371,North,India,P272,OTC Model 37,Pharmaceuticals,OTC,4,1821.1,0.15,6191.74,5086.43,84.54,1020.77,Medium,Online,0.1649,1105.31
ORD10309,INV20309,2025-05-23,2025,5,May,21,Friday,C1456,Customer 77,South,Sri Lanka,P381,Chairs Model 18,Furniture,Chairs,2,4138.59,0.0,8277.18,4802.35,31.59,3443.24,Medium,Retail,0.416,3474.83
ORD10310,INV20310,2024-08-27,2024,8,Aug,35,Tuesday,C1392,Customer 71,West,UAE,P189,OTC Model 18,Pharmaceuticals,OTC,1,2279.24,0.15,1937.35,1765.61,68.6,103.14,Low,Distributor,0.0532,171.74
ORD10311,INV20311,2024-05-25,2024,5,May,21,Saturday,C1557,Customer 249,Central,India,P467,Supplement Model 31,Pharmaceuticals,Supplement,6,3397.08,0.1,18344.23,13198.29,71.77,5074.17,High,Retail,0.2766,5145.94
ORD10312,INV20312,2025-03-06,2025,3,Mar,10,Thursday,C1030,Customer 399,East,India,P711,Laptops Model 15,Electronics,Laptops,1,4285.9,0.1,3857.31,2649.35,85.33,1122.63,Low,Distributor,0.291,1207.96
ORD10313,INV20313,2025-01-02,2025,1,Jan,1,Thursday,C1246,Customer 137,Central,India,P353,Chairs Model 43,Furniture,Chairs,4,1102.59,0.2,3528.29,2469.61,37.36,1021.32,High,Distributor,0.2895,1058.68
ORD10314,INV20314,2023-04-25,2023,4,Apr,17,Tuesday,C1180,Customer 122,South,Maldives,P959,Prescription Model 12,Pharmaceuticals,Prescription,8,2824.18,0.2,18074.75,13178.68,50.23,4845.84,Low,Retail,0.2681,4896.07
ORD10315,INV20315,2025-01-04,2025,1,Jan,1,Saturday,C1576,Customer 97,Central,India,P677,Binders Model 10,Office Supplies,Binders,5,2141.61,0.15,9101.84,6024.43,76.59,3000.82,Medium,Online,0.3297,3077.41
ORD10316,INV20316,2023-03-19,2023,3,Mar,11,Sunday,C1539,Customer 245,North,India,P324,Storage Model 2,Furniture,Storage,5,4034.29,0.0,20171.45,11203.26,96.65,8871.54,Low,Retail,0.4398,8968.19
ORD10317,INV20317,2023-09-25,2023,9,Sep,39,Monday,C1151,Customer 301,East,Myanmar,P160,Tables Model 2,Furniture,Tables,4,607.27,0.05,2307.63,1848.79,58.66,400.18,High,Retail,0.1734,458.84
ORD10318,INV20318,2025-01-17,2025,1,Jan,3,Friday,C1309,Customer 166,North,Nepal,P203,Supplement Model 22,Pharmaceuticals,Supplement,1,111.4,0.05,105.83,76.94,37.11,-8.22,Critical,Retail,-0.0777,28.89
ORD10319,INV20319,2025-06-13,2025,6,Jun,24,Friday,C1710,Customer 315,West,Oman,P824,Paper Model 36,Office Supplies,Paper,3,288.31,0.1,778.44,709.99,86.7,-18.25,Low,Retail,-0.0234,68.45
ORD10320,INV20320,2023-12-26,2023,12,Dec,52,Tuesday,C1001,Customer 360,West,UAE,P281,Paper Model 47,Office Supplies,Paper,4,1235.58,0.2,3953.86,3896.39,13.12,44.35,Low,Distributor,0.0112,57.47
ORD10321,INV20321,2023-03-08,2023,3,Mar,10,Wednesday,C1579,Customer 54,South,Maldives,P326,Binders Model 41,Office Supplies,Binders,4,4165.3,0.15,14162.02,12157.57,20.34,1984.11,Low,Retail,0.1401,2004.45
ORD10322,INV20322,2024-05-02,2024,5,May,18,Thursday,C1686,Customer 328,East,Bangladesh,P190,Storage Model 46,Furniture,Storage,3,4400.95,0.1,11882.56,9526.27,56.57,2299.72,Medium,Online,0.1935,2356.29
ORD10323,INV20323,2024-05-26,2024,5,May,21,Sunday,C1049,Customer 198,North,Nepal,P837,Paper Model 1,Office Supplies,Paper,3,3029.52,0.15,7725.28,7432.23,49.9,243.15,Medium,Distributor,0.0315,293.05
ORD10324,INV20324,2025-04-27,2025,4,Apr,17,Sunday,C1848,Customer 246,West,UAE,P484,Binders Model 7,Office Supplies,Binders,4,2586.2,0.2,8275.84,6013.1,44.61,2218.13,Medium,Retail,0.268,2262.74
ORD10325,INV20325,2023-11-30,2023,11,Nov,48,Thursday,C1267,Customer 54,West,India,P120,Laptops Model 21,Electronics,Laptops,6,401.11,0.0,2406.66,1507.33,42.57,856.76,Low,Distributor,0.356,899.33
ORD10326,INV20326,2023-11-26,2023,11,Nov,47,Sunday,C1914,Customer 248,North,Bhutan,P708,Laptops Model 40,Electronics,Laptops,1,743.12,0.0,743.12,470.43,97.44,175.25,Medium,Retail,0.2358,272.69
ORD10327,INV20327,2025-06-08,2025,6,Jun,23,Sunday,C1419,Customer 357,South,India,P310,Laptops Model 13,Electronics,Laptops,2,3073.36,0.2,4917.38,3898.28,28.63,990.47,Medium,Retail,0.2014,1019.1
ORD10328,INV20328,2024-06-27,2024,6,Jun,26,Thursday,C1585,Customer 282,East,Bangladesh,P150,Chairs Model 26,Furniture,Chairs,1,87.94,0.15,74.75,54.15,13.3,7.3,Low,Online,0.0977,20.6
ORD10329,INV20329,2025-05-25,2025,5,May,21,Sunday,C1211,Customer 88,North,Nepal,P199,OTC Model 2,Pharmaceuticals,OTC,1,4022.8,0.1,3620.52,2902.91,56.14,661.47,Critical,Online,0.1827,717.61
ORD10330,INV20330,2023-08-25,2023,8,Aug,34,Friday,C1093,Customer 329,East,Bangladesh,P776,Prescription Model 17,Pharmaceuticals,Prescription,3,3104.48,0.2,7450.75,5440.46,41.07,1969.22,Low,Online,0.2643,2010.29
ORD10331,INV20331,2025-02-20,2025,2,Feb,8,Thursday,C1476,Customer 135,East,India,P369,OTC Model 29,Pharmaceuticals,OTC,5,1409.92,0.05,6697.12,4711.76,47.96,1937.4,High,Retail,0.2893,1985.36
ORD10332,INV20332,2023-11-06,2023,11,Nov,45,Monday,C1603,Customer 117,North,India,P523,Binders Model 49,Office Supplies,Binders,5,4777.55,0.2,19110.2,19023.24,10.14,76.82,Low,Online,0.004,86.96
ORD10333,INV20333,2025-05-07,2025,5,May,19,Wednesday,C1404,Customer 366,Central,India,P406,Tables Model 6,Furniture,Tables,1,1325.16,0.0,1325.16,752.5,64.34,508.32,Medium,Distributor,0.3836,572.66
ORD10334,INV20334,2023-10-29,2023,10,Oct,43,Sunday,C1129,Customer 22,North,Nepal,P316,Chairs Model 13,Furniture,Chairs,2,2308.37,0.15,3924.23,3050.35,20.89,852.99,Low,Retail,0.2174,873.88
ORD10335,INV20335,2024-02-18,2024,2,Feb,7,Sunday,C1089,Customer 199,South,Maldives,P844,Writing Model 5,Office Supplies,Writing,2,446.89,0.2,715.02,586.71,94.76,33.55,Low,Online,0.0469,128.31
ORD10336,INV20336,2024-07-19,2024,7,Jul,29,Friday,C1535,Customer 215,Central,India,P738,Accessories Model 38,Electronics,Accessories,4,3198.68,0.0,12794.72,10542.67,65.13,2186.92,Medium,Online,0.1709,2252.05
ORD10337,INV20337,2023-07-25,2023,7,Jul,30,Tuesday,C1901,Customer 177,North,Bhutan,P988,Laptops Model 35,Electronics,Laptops,4,2693.14,0.15,9156.68,6384.26,11.05,2761.37,Low,Retail,0.3016,2772.42
ORD10338,INV20338,2025-08-26,2025,8,Aug,35,Tuesday,C1623,Customer 349,North,India,P247,Writing Model 40,Office Supplies,Writing,3,266.51,0.15,679.6,469.24,60.28,150.08,Low,Distributor,0.2208,210.36
ORD10339,INV20339,2024-11-09,2024,11,Nov,45,Saturday,C1345,Customer 156,South,India,P481,Prescription Model 2,Pharmaceuticals,Prescription,5,3381.18,0.1,15215.31,10694.91,37.57,4482.83,Low,Online,0.2946,4520.4
ORD10340,INV20340,2023-07-21,2023,7,Jul,29,Friday,C1845,Customer 165,South,India,P553,Binders Model 50,Office Supplies,Binders,7,2931.88,0.1,18470.84,13573.03,64.1,4833.71,Medium,Retail,0.2617,4897.81
ORD10341,INV20341,2023-07-02,2023,7,Jul,26,Sunday,C1777,Customer 265,South,Sri Lanka,P858,Tables Model 32,Furniture,Tables,3,2181.12,0.1,5889.02,3878.76,90.11,1920.15,High,Retail,0.3261,2010.26
ORD10342,INV20342,2023-11-22,2023,11,Nov,47,Wednesday,C1900,Customer 292,North,Nepal,P899,OTC Model 34,Pharmaceuticals,OTC,2,3246.82,0.0,6493.64,4812.25,40.65,1640.74,Low,Distributor,0.2527,1681.39
ORD10343,INV20343,2024-02-16,2024,2,Feb,7,Friday,C1721,Customer 102,North,India,P151,Laptops Model 24,Electronics,Laptops,1,1590.53,0.1,1431.48,1197.89,64.52,169.07,Low,Online,0.1181,233.59
ORD10344,INV20344,2025-03-23,2025,3,Mar,12,Sunday,C1608,Customer 229,North,Bhutan,P481,Phones Model 32,Electronics,Phones,3,3456.96,0.05,9852.34,6141.28,53.7,3657.36,Critical,Online,0.3712,3711.06
ORD10345,INV20345,2024-12-17,2024,12,Dec,51,Tuesday,C1092,Customer 146,East,India,P950,Binders Model 45,Office Supplies,Binders,1,2552.0,0.0,2552.0,2141.65,44.58,365.77,Low,Online,0.1433,410.35
ORD10346,INV20346,2024-03-14,2024,3,Mar,11,Thursday,C1667,Customer 210,South,Maldives,P311,Storage Model 18,Furniture,Storage,1,203.23,0.2,162.58,135.43,24.4,2.75,Low,Retail,0.0169,27.15
ORD10347,INV20347,2023-01-19,2023,1,Jan,3,Thursday,C1229,Customer 130,West,India,P920,Storage Model 1,Furniture,Storage,1,3793.26,0.2,3034.61,2608.08,36.03,390.5,High,Online,0.1287,426.53
ORD10348,INV20348,2024-07-17,2024,7,Jul,29,Wednesday,C1477,Customer 155,West,UAE,P358,Writing Model 14,Office Supplies,Writing,3,4447.6,0.2,10674.24,9752.02,84.4,837.82,High,Online,0.0785,922.22
ORD10349,INV20349,2023-07-29,2023,7,Jul,30,Saturday,C1623,Customer 145,North,Bhutan,P762,Binders Model 39,Office Supplies,Binders,4,1734.92,0.1,6245.71,4943.98,23.87,1277.86,Medium,Online,0.2046,1301.73
ORD10350,INV20350,2024-11-19,2024,11,Nov,47,Tuesday,C1728,Customer 334,East,Myanmar,P367,Writing Model 42,Office Supplies,Writing,5,1333.71,0.1,6001.7,4057.06,15.19,1929.45,Low,Retail,0.3215,1944.64
